"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Josh Christopher",223,534,135,88,109,22,4,12,76,156,77,7,10,4,8,7,2,0,0,0,0,142,173,1,74,17,1,0,18,0.084554679,0.121710526315789,0.003584229,-497,109.016206345583,120.443124714481,863,0.275675675675676,0.370786516853933,0.302325581395349,0.214285714285714,28,26,2,11,14,1,1,1,19,0.678571428571429,98,41,57,6,76,215,257,185,7,0.05785124,71,0.076508621,107,0.110766045548654,0.093980993,72,2,0.012820513,24,0.022160665,46,0.048218029,0.034364261,0.0544412607449857,0.08353222,0.10625,0.109874826147427,0.11336032388664,0.021317829,0.0222222222222222,0.025641026,0.0461538461538462,0.057471264,10,0.0263852242744063,4381,959,300,551,0.544464609800363,77,278,0.276978417266187,0.284132841328413,128,234,366,177,54,0.39,0.409090909090909,0.766233766233766,0.335343787696019,0.519797929354446,0.501206272617612,0.529281767955801,28,52,0.094373866,2,0.007194245,21.4214810403018,563,96,0.100104275286757,33,61,0.540983606557377,5,27,0.185185185185185,15,0.460227272727273,0.50531914893617,0.501046296296296,20,33,0.375,0.606060606060606,0.15,0,4,0.0454545454545455,0,0,5,23,0.261363636363636,0.217391304347826,0.8,14,0.519797929354446,0.655006031363088,5.97350272232305,26.1564748201439,175,265,0.319662243667069,0.660377358,0.723140495867769,0.445714285714286,0.086792453,112,244,0.294330518697226,0.459016393442623,0.516129032258065,0.321428571428571,0.110655737704918,13,42,0.05066345,0.30952380952381,0.325,0.230769230769231,0.0476190476190476,22,70,0.084439083,0.314285714285714,0.314285714285714,0.909090909090909,0,55,208,0.250904704463209,0.264423076923077,0.266990291262136,0.709090909090909,0.009615385,55,201,0.27363184079602,7,0,174,116,58,0.666666666666667,46,12,70,13,17,0,3,0,76,215
"Markieff Morris",145,348,87,58,58,18,11,17,41,198,92,9,6,18,2,5,7,0,0,0,5,81,75,1,29,6,4,0,3,0.0464135021097046,0.084548105,0.0108695652173913,-16,110.82462253194,111.222118959108,650,0.1931330472103,0.428571428571429,0.142857142857143,0.228070175438596,29,29,0,17,8,4,0,0,17,0.586206896551724,42,8,34,3,81,245,426,344,29,0.252173913043478,162,0.151543498596819,153,0.160714285714286,0.155863433943592,82,14,0.130841121495327,35,0.033492823,33,0.0369540873460246,0.035087719,0.13216957605985,0.15203426124197,0.189054726368159,0.168724279835391,0.134529147982063,0.0373333333333333,0.041860465,0.0125,0.035060976,0.042194093,8,0.020779221,4305,739,157,320,0.490625,122,364,0.335164835164835,0.337016574585635,59,174,140,360,6,0.554140127,0.617021276595745,0.983606557377049,0.532163742690059,0.510628414096916,0.497076023391813,0.516806722689076,32,10,0.03125,0,0,17.0416666666667,432,89,0.12043301759134,24,53,0.452830188679245,11,33,0.333333333333333,8,0.47093023255814,0.489010989,0.553444696969697,18,32,0.372093023255814,0.5625,0.222222222222222,4,15,0.174418604651163,0.266666666666667,1,7,18,0.209302325581395,0.388888888888889,1,8,0.510628414096916,0.67251462,9.4459375,25.118956043956,61,96,0.140350877192982,0.635416666666667,0.693181818181818,0.60655737704918,0.083333333,56,127,0.185672514619883,0.440944881889764,0.448,0.446428571428571,0.015748031496063,40,97,0.141812865497076,0.412371134020619,0.412371134020619,0.625,0,46,127,0.185672514619883,0.362204724409449,0.362204724409449,1,0,76,237,0.346491228070175,0.320675105485232,0.320675105485232,0.973684210526316,0,76,235,0.323404255319149,2,0,104,55,49,0.528846153846154,20,5,35,15,5,1,2,0,81,245
"Justise Winslow",232,541,155,77,101,41,13,21,56,203,93,10,7,10,6,10,8,0,0,1,0,108,129,0,56,6,1,0,10,0.079608939,0.101818181818182,0.006024096,-86,109.893992932862,111.238585811285,549,0.230769230769231,0.44,0.36,0.204545454545455,48,47,1,30,16,1,0,1,33,0.6875,80,31,49,5,78,222,465,348,21,0.216494845360825,157,0.147279549718574,170,0.179704016913319,0.162524850894632,117,2,0.0151515151515152,80,0.070484581,35,0.039954338,0.05718548,0.134328358208955,0.149289099526066,0.177142857142857,0.166201117318436,0.221739130434783,0.100490196078431,0.061538462,0.0338164251207729,0.0359820089955022,0.052631579,24,0.069565217,4245,648,226,500,0.452,39,165,0.236363636363636,0.239263803680982,79,274,178,117,0,0.606194690265487,0.691919191919192,1,0.24812030075188,0.521691176470588,0.42781954887218,0.446280991735537,56,41,0.082,1,0.006060606,17.7128651336234,485,99,0.152777777777778,37,84,0.44047619047619,4,11,0.363636363636364,13,0.452631578947368,0.480582524271845,0.575082639,35,70,0.736842105263158,0.5,0.142857142857143,1,6,0.063157895,0.166666666666667,1,3,5,0.052631579,0.6,1,7,0.521691176470588,0.618045112781955,6.089,25.0418181818182,145,246,0.369924812030075,0.589430894308943,0.656108597285068,0.613793103448276,0.101626016260163,68,195,0.293233082706767,0.348717948717949,0.377777777777778,0.573529411764706,0.076923077,13,59,0.088721805,0.220338983050847,0.224137931034483,0.692307692307692,0.016949153,17,71,0.106766917293233,0.23943661971831,0.23943661971831,1,0,22,94,0.141353383458647,0.234042553191489,0.236559139784946,1,0.0106382978723404,22,92,0.239130434782609,2,0,129,78,51,0.604651162790698,30,8,48,19,5,0,2,0,78,222
"Andre Iguodala",275,671,154,121,106,39,9,29,92,135,81,5,6,5,1,15,5,0,0,0,1,98,61,0,20,3,0,0,12,0.049875312,0.147058823529412,0,67,110.137120470127,107.34011627907,387,0.181286549707602,0.5,0.285714285714286,0.2,60,57,3,17,36,4,2,1,34,0.566666666666667,88,32,56,3,78,215,338,276,17,0.161904761904762,131,0.136458333333333,128,0.124878048780488,0.130478589420655,62,0,0,29,0.035846724,33,0.032258065,0.033842795,0.167664670658683,0.12280701754386,0.111764705882353,0.125,0.124528301886792,0.04778157,0.0145772594752187,0.0578034682080925,0.029639175257732,0.04048583,11,0.0516431924882629,4084,416,70,119,0.588235294117647,78,265,0.294339622641509,0.303501945525292,42,100,40,219,15,0.714285714285714,0.769230769230769,0.935897435897436,0.690104166666667,0.546455882352941,0.486979166666667,0.50363196125908,10,4,0.033613445,0,0,11.3731540665638,393,29,0.069711538,9,15,0.6,3,15,0.2,2,0.45,0.453125,0.564232352941176,9,13,0.433333333333333,0.692307692307692,0.333333333333333,2,4,0.133333333333333,0.5,1,1,11,0.366666666666667,0.090909091,1,11,0.546455882352941,0.888020833333333,5.29075630252101,25.7298113207547,53,76,0.197916666666667,0.697368421052632,0.736111111111111,0.754716981132076,0.052631579,12,27,0.0703125,0.444444444444444,0.444444444444444,0.75,0,5,16,0.0416666666666667,0.3125,0.3125,0.2,0,42,121,0.315104166666667,0.347107438016529,0.347107438016529,1,0,36,144,0.375,0.25,0.25,0.861111111111111,0,36,136,0.264705882352941,8,0,104,58,46,0.557692307692308,6,7,52,21,8,0,2,0,78,215
"Isaiah Livers",87,214,47,40,24,17,6,16,24,183,119,5,9,2,3,7,1,0,0,1,1,62,71,3,23,4,6,0,4,0.0558766859344894,0.136094674556213,0.0171428571428571,-411,111.164350742693,120.433953266571,522,0.271028037383178,0.277777777777778,0.384615384615385,0.333333333333333,40,38,2,16,21,1,1,1,23,0.575,54,20,34,1,78,232,248,190,25,0.201612903225806,71,0.069471624,94,0.11244019138756,0.088805167,58,3,0.021126761,21,0.019848771,34,0.03908046,0.0285269709543568,0.053221289,0.075510204,0.085714286,0.110077519379845,0.120418848167539,0.026946108,0.016260162601626,0.0172413793103448,0.0384615384615385,0.040650407,7,0.0264150943396226,4174,581,78,150,0.52,123,344,0.357558139534884,0.360703812316716,56,110,46,351,18,0.705128205128205,0.743243243243243,0.951219512195122,0.696356275303644,0.529330306,0.531376518218624,0.552581261950287,8,12,0.08,6,0.01744186,12.3441132952864,482,59,0.101549053356282,13,25,0.52,8,27,0.296296296296296,9,0.480769230769231,0.517543859649123,0.531801563,11,17,0.326923076923077,0.647058823529412,0.545454545454545,3,6,0.115384615384615,0.5,1,5,21,0.403846153846154,0.238095238095238,0.8,2,0.529330306,0.82995951417004,8.4,25.4607558139535,47,66,0.133603238866397,0.712121212121212,0.770491803278688,0.808510638297872,0.075757576,13,41,0.082995951,0.317073170731707,0.371428571428571,0.461538461538462,0.146341463414634,18,43,0.087044534,0.418604651162791,0.428571428571429,0.611111111111111,0.0232558139534884,49,127,0.257085020242915,0.385826771653543,0.388888888888889,1,0.007874016,74,217,0.439271255060729,0.341013824884793,0.349056603773585,0.918918919,0.023041475,74,214,0.345794392523364,3,0,61,36,25,0.590163934426229,13,2,23,4,8,0,6,0,78,232
"John Wall",453,1121,238,215,175,44,19,73,142,105,66,3,1,3,8,7,2,0,0,0,2,252,324,3,164,38,1,1,15,0.138655462184874,0.197115384615385,0.002793296,-272,107.869934024505,114.225153085257,1124,0.235537190082645,0.324503311258278,0.333333333333333,0.136690647482014,43,43,0,19,22,2,0,0,24,0.558139534883721,69,33,36,0,75,210,221,190,1,0.009174312,98,0.088768116,91,0.102132435465769,0.094736842,31,0,0,20,0.020408163,11,0.0107843137254902,0.0155,0.075376884,0.084016393,0.123853211009174,0.094170404,0.126126126126126,0.019512195,0.0276073619631902,0.0122950819672131,0.0135135135135135,0.003571429,11,0.01985559566787,4244,1209,319,706,0.451841359773371,112,358,0.312849162011173,0.314606741573034,235,66,572,261,75,0.103448275862069,0.106109324758842,0.776785714285714,0.336466165413534,0.507441046182846,0.457706766917293,0.500829875518672,16,68,0.09631728,4,0.011173184,30.1906779661017,420,85,0.070306038,23,42,0.547619047619048,12,37,0.324324324324324,3,0.518987341772152,0.525,0.530211627906977,12,17,0.215189873417722,0.705882352941177,0.25,2,5,0.063291139,0.4,0.5,10,32,0.40506329113924,0.3125,0.9,12,0.507441046182846,0.662593984962406,8.12507082152974,26.4013966480447,196,347,0.326127819548872,0.564841498559078,0.630225080385852,0.127551020408163,0.103746397694524,60,155,0.145676691729323,0.387096774193548,0.465116279069767,0.05,0.167741935483871,63,204,0.191729323308271,0.308823529411765,0.318181818181818,0.079365079,0.0294117647058824,10,30,0.028195489,0.333333333333333,0.357142857142857,0.7,0.066666667,102,328,0.308270676691729,0.310975609756098,0.312883435582822,0.784313725490196,0.006097561,102,326,0.312883435582822,2,0,220,158,62,0.718181818181818,50,13,108,30,3,0,3,0,75,210
"Amen Thompson",211,518,115,96,71,28,16,20,76,199,85,10,10,7,9,12,3,0,1,1,0,195,248,0,128,34,0,0,12,0.174386920980926,0.198142414860681,0,140,114.482431149098,110.061118946874,701,0.196969696969697,0.417391304347826,0.304878048780488,0.125,60,53,7,23,28,2,2,5,40,0.666666666666667,105,61,44,3,79,200,577,375,44,0.403669724770642,164,0.152133580705009,167,0.181917211328976,0.165831663326653,202,4,0.034188034,128,0.111986001749781,70,0.072992701,0.094196004,0.132978723404255,0.151571164510166,0.198757763975155,0.170697012802276,0.218604651162791,0.135254988913525,0.104384133611691,0.079812207,0.074550129,0.066298343,28,0.118143459915612,4212,878,328,552,0.594202898550725,17,88,0.193181818181818,0.195402298850575,171,316,340,48,3,0.481707317073171,0.580882352941177,0.941176470588235,0.1375,0.571216666666667,0.55234375,0.588471849865952,112,51,0.092391304,0,0,17.8310316815597,601,177,0.201594533029613,74,115,0.643478260869565,3,7,0.428571428571429,20,0.64344262295082,0.655555555555556,0.58565,65,95,0.778688524590164,0.684210526315789,0.076923077,3,4,0.032786885,0.75,1,0,3,0.024590164,0,0,14,0.571216666666667,0.725,4.42934782608696,25.325,260,376,0.5875,0.691489361702128,0.755813953488372,0.515384615384615,0.085106383,51,134,0.209375,0.380597014925373,0.439655172413793,0.352941176470588,0.134328358208955,17,42,0.065625,0.404761904761905,0.414634146341463,0.352941176470588,0.0238095238095238,11,39,0.0609375,0.282051282051282,0.282051282051282,0.909090909090909,0,6,49,0.0765625,0.122448979591837,0.122448979591837,1,0,6,48,0.125,1,0,132,73,59,0.553030303,32,14,41,13,10,0,2,1,79,200
"JT Thor",84,207,45,39,29,12,4,9,30,154,111,6,3,5,1,3,0,0,0,1,4,72,89,0,38,8,2,0,8,0.077669903,0.136200716845878,0.008474576,-215,108.147080028839,112.718144872101,453,0.174193548387097,0.333333333333333,0.456521739130435,0.25,63,59,4,35,24,0,2,2,38,0.603174603174603,43,17,26,12,81,203,343,253,23,0.209090909090909,109,0.108891108891109,121,0.129135538954109,0.118679050567595,90,3,0.0277777777777778,45,0.041398344,42,0.048498845,0.044546851,0.098173516,0.110831234256927,0.132530120481928,0.128798842257598,0.130081300813008,0.0588235294117647,0.033826638,0.0242718446601942,0.052713178,0.036199095,15,0.06147541,4161,547,129,249,0.518072289156627,77,234,0.329059829059829,0.329059829059829,58,182,76,228,3,0.705426356589147,0.8125,0.987012987,0.48447205,0.548583817427386,0.506211180124224,0.522944550669216,34,29,0.116465863453815,1,0.004273504,12.6197063204937,470,94,0.171846435100548,32,59,0.542372881355932,6,17,0.352941176470588,12,0.539473684210526,0.566265060240964,0.548058653846154,24,42,0.552631578947368,0.571428571428571,0.25,2,7,0.092105263,0.285714285714286,1,4,10,0.131578947368421,0.4,0.75,4,0.548583817427386,0.778467908902691,5.80682730923695,24.658547008547,84,142,0.29399585921325,0.591549295774648,0.672,0.702380952380952,0.119718309859155,30,76,0.157349896480331,0.394736842105263,0.46875,0.666666666666667,0.157894736842105,15,31,0.064182195,0.483870967741935,0.483870967741935,0.8,0,44,118,0.244306418219462,0.372881355932203,0.372881355932203,1,0,33,116,0.240165631469979,0.28448275862069,0.28695652173913,0.96969696969697,0.00862069,33,116,0.28448275862069,0,0,71,45,26,0.633802816901408,22,0,23,7,9,0,1,1,81,203
"Jaden Hardy",201,484,119,82,95,20,4,33,49,174,87,9,6,10,6,10,9,0,0,1,0,159,180,2,79,19,0,0,20,0.078606965,0.139575971731449,0,-157,112.095440585873,116.603235014272,1015,0.177358490566038,0.39622641509434,0.349514563106796,0.171875,12,12,0,4,7,1,0,0,8,0.666666666666667,53,25,28,0,75,198,250,215,8,0.062992126,110,0.109670987038883,97,0.107538802660754,0.108661417322835,35,0,0,15,0.0151975683890578,20,0.0208333333333333,0.0179763739085773,0.1,0.098712446,0.15819209039548,0.112759643916914,0.092105263,0.0219178082191781,0.0135746606334842,0.005555556,0.027104137,0.003861004,7,0.0147679324894515,4233,1094,231,506,0.456521739130435,162,439,0.369020501138952,0.373549883990719,146,184,278,411,75,0.398268398268398,0.408888888888889,0.845679012,0.464550264550265,0.535404162219851,0.501587301587302,0.532682926829268,12,64,0.126482213438735,3,0.006833713,24.6033425005289,439,79,0.072212066,17,38,0.447368421052632,13,45,0.288888888888889,6,0.439759036144578,0.459302325581395,0.520793137,8,18,0.216867469879518,0.444444444444444,0.25,3,10,0.120481927710843,0.3,1,10,35,0.421686746987952,0.285714285714286,0.8,9,0.535404162219851,0.716402116402116,7.115019763,25.6300683371298,131,238,0.251851851851852,0.550420168067227,0.651741293532338,0.465648854961832,0.15546218487395,63,167,0.176719576719577,0.377245508982036,0.45,0.317460317460317,0.161676646706587,37,101,0.106878306878307,0.366336633663366,0.366336633663366,0.297297297297297,0,43,112,0.118518518518519,0.383928571428571,0.390909090909091,0.976744186046512,0.0178571428571429,119,327,0.346031746,0.363914373,0.365030674846626,0.798319327731092,0.003058104,118,318,0.371069182389937,8,1,139,84,55,0.604316547,40,6,44,19,6,0,4,0,75,198
"Serge Ibaka",127,311,70,57,34,21,15,17,40,201,97,28,10,23,3,3,0,0,0,0,7,112,110,0,51,17,1,0,10,0.069333333,0.098646035,0.004291845,78,113.604110594568,112.493839329719,694,0.146666666666667,0.303571428571429,0.262135922330097,0.088888889,87,86,1,40,46,0,0,1,54,0.620689655172414,22,11,11,4,82,235,569,419,14,0.184210526315789,232,0.215613382899628,173,0.195480225988701,0.20652728199898,150,2,0.02739726,100,0.102880658,48,0.052344602,0.078348332,0.213483146067416,0.221532091097308,0.206751054852321,0.200286123032904,0.17741935483871,0.118518518518519,0.106024096385542,0.083623693,0.046544429,0.072115385,12,0.036697248,4087,885,278,483,0.575569358178054,82,232,0.353448275862069,0.353448275862069,83,376,180,246,0,0.676258992805755,0.850678733031674,1,0.324475524475524,0.510186433566434,0.560839160839161,0.582236842105263,114,27,0.0559006211180124,0,0,18.8986784140969,402,191,0.215819209039548,74,115,0.643478260869565,6,21,0.285714285714286,25,0.610294117647059,0.636666666666667,0.566735483870968,56,82,0.602941176470588,0.682926829268293,0.071428571,1,6,0.044117647,0.166666666666667,1,5,15,0.110294117647059,0.333333333333333,1,8,0.510186433566434,0.612587412587413,7.063768116,26.1366379310345,150,206,0.288111888111888,0.728155339805825,0.785340314136126,0.58,0.072815534,84,188,0.262937062937063,0.446808510638298,0.474576271186441,0.75,0.058510638,44,89,0.124475524475524,0.49438202247191,0.5,0.863636363636364,0.0112359550561798,5,21,0.029370629,0.238095238095238,0.238095238095238,1,0,77,211,0.295104895104895,0.364928909952607,0.364928909952607,1,0,77,211,0.364928909952607,0,0,98,40,58,0.408163265306122,25,5,15,12,7,5,0,1,82,235
"D.J. Augustin",295,709,176,119,122,33,21,29,90,95,38,5,2,6,1,7,5,1,0,0,1,112,137,12,27,4,14,2,19,0.068333333,0.130434782608696,0.0356234096692112,-216,113.195280520106,119.51871657754,676,0.189189189189189,0.403846153846154,0.241379310344828,0.304347826086957,2,2,0,0,2,0,0,0,1,0.5,45,13,32,0,71,183,162,131,2,0.016806723,50,0.052029136,79,0.085405405,0.068398727,31,0,0,13,0.0140845070422535,18,0.0183861082737487,0.016298633,0.058479532,0.0462287104622871,0.0528846153846154,0.085753804,0.084158416,0.0102564102564103,0.008955224,0.0303030303030303,0.0202977,0.0125,3,0.0103806228373702,4153,732,78,184,0.423913043478261,151,381,0.396325459317585,0.396325459317585,123,38,118,345,108,0.243589743589744,0.25,0.76158940397351,0.674336283185841,0.527439982269504,0.538938053097345,0.581583198707593,4,31,0.168478260869565,6,0.015748031496063,15.8210233354742,452,56,0.076502732,7,13,0.538461538461538,12,31,0.387096774193548,6,0.568181818181818,0.585106382978723,0.518872,3,8,0.181818181818182,0.375,0.333333333333333,3,7,0.159090909090909,0.428571428571429,1,9,24,0.545454545454545,0.375,0.777777777777778,3,0.527439982269504,0.856637168,6.6304347826087,25.7165354330709,50,103,0.182300884955752,0.485436893203884,0.595238095238095,0.28,0.184466019417476,17,46,0.081415929,0.369565217391304,0.425,0.117647058823529,0.130434782608696,11,35,0.0619469026548673,0.314285714285714,0.379310344827586,0.272727272727273,0.171428571428571,33,84,0.148672566371681,0.392857142857143,0.392857142857143,0.96969696969697,0,118,297,0.525663716814159,0.397306397306397,0.405498281786942,0.703389830508475,0.0202020202020202,118,297,0.397306397306397,0,0,121,84,37,0.694214876033058,19,3,65,20,4,0,1,0,71,183
"Avery Bradley",93,221,58,35,43,10,5,13,22,173,65,4,2,5,0,10,4,0,0,0,0,50,33,3,12,2,0,0,4,0.0225988700564972,0.054545455,0,-312,107.876298622856,114.748979101609,509,0.22279792746114,0.222222222222222,0.358974359,0.210526315789474,12,10,2,3,6,1,0,2,6,0.5,74,32,42,0,74,180,193,154,7,0.0507246376811594,51,0.053684211,96,0.101802757158006,0.077654517,39,2,0.016528926,21,0.021105527638191,16,0.0175438596491228,0.0194022024121657,0.051948052,0.048387097,0.067357513,0.105834464043419,0.087378641,0.022959184,0.028571429,0.007905138,0.0211161387631976,0.008032129,1,0.003597122,4139,567,97,210,0.461904761904762,115,311,0.369774919614148,0.370967741935484,28,128,66,324,21,0.65979381443299,0.744186046511628,0.939130434782609,0.596928982725528,0.536754519230769,0.517274472,0.52803738317757,22,25,0.119047619047619,3,0.009646302,13.0879790940767,389,58,0.102292768959436,14,26,0.538461538461538,8,25,0.32,6,0.509803921568627,0.537037037037037,0.5477875,13,19,0.372549019607843,0.684210526315789,0.153846153846154,3,15,0.294117647058824,0.2,1,5,10,0.196078431372549,0.5,1,1,0.536754519230769,0.773512476007678,8.49857142857143,24.5913183279743,56,92,0.17658349328215,0.608695652173913,0.7,0.696428571428571,0.130434782608696,20,59,0.113243761996161,0.338983050847458,0.425531915,0.55,0.203389830508475,21,59,0.113243761996161,0.355932203389831,0.362068965517241,0.666666666666667,0.016949153,62,161,0.309021113243762,0.385093167701863,0.389937107,0.983870967741935,0.0124223602484472,53,150,0.287907869481766,0.353333333333333,0.355704697986577,0.886792452830189,0.006666667,53,149,0.355704697986577,1,0,66,37,29,0.560606060606061,9,4,28,14,3,0,3,0,74,180
"DeAndre' Bembry",173,423,96,77,61,22,13,25,52,200,76,4,2,2,5,17,0,2,0,0,0,92,101,0,51,10,1,0,3,0.105906313645621,0.127182044887781,0.0111111111111111,-21,112.300515590474,111.827695302993,510,0.245614035087719,0.3875,0.4,0,43,41,2,23,15,3,1,1,20,0.465116279069767,102,17,85,1,77,210,309,234,9,0.095744681,87,0.086913087,138,0.138,0.112443778110945,75,0,0,44,0.043179588,31,0.0360046457607433,0.039893617,0.091412742,0.066210046,0.123762376237624,0.142664872139973,0.124513618677043,0.055555556,0.0303030303030303,0.047169811,0.037593985,0.0306122448979592,6,0.037974684,4073,577,212,360,0.588888888888889,29,89,0.325842696629214,0.325842696629214,66,278,146,84,3,0.655660377358491,0.712820512820513,0.96551724137931,0.198218262806236,0.563392857142857,0.569042316258352,0.584008097165992,34,43,0.119444444444444,0,0,13.0472854640981,441,67,0.116117850953206,23,45,0.511111111111111,5,9,0.555555555555556,6,0.564814814814815,0.577586206896552,0.603101563,20,35,0.648148148148148,0.571428571428571,0.1,2,4,0.074074074,0.5,1,3,5,0.092592593,0.6,1,13,0.563392857142857,0.775055679287305,3.23722222222222,24.9157303370787,178,259,0.576837416,0.687258687258687,0.760683760683761,0.674157303370786,0.096525097,34,97,0.216035634743875,0.350515463917526,0.430379746835443,0.558823529411765,0.185567010309278,0,4,0.008908686,0,0,0,0,16,38,0.084632517,0.421052631578947,0.421052631578947,1,0,13,51,0.11358574610245,0.254901960784314,0.254901960784314,0.923076923076923,0,13,51,0.254901960784314,0,0,102,57,45,0.558823529411765,21,6,36,23,4,0,1,0,77,210
